OrderDateUTC,Order_year,Order_month,Orderweek,Haul,Brand/Channel,Policy_type,58%Insurance_Premium,Insurance_purch,Travix_booking,Travix_revenue
2017-05-11,2017,5,19,Short Haul,CHEAPTICKETSNL,Travel Insurance,130.906,8,8,178.90599999999998
2017-05-11,2017,5,19,Short Haul,VLIEGWINKEL,Cancellation Insurance,42.0268,5,5,72.02680000000001
2017-05-11,2017,5,19,Short Haul,VLIEGWINKEL,No insurance,0.0,0,86,0.0
2017-05-11,2017,5,19,Short Haul,VLIEGWINKEL,Travel Insurance,25.055999999999997,2,2,37.056
2017-05-12,2017,5,19,Long Haul,BUDGETAIR,Cancellation Insurance,163.6586,7,7,205.65859999999998
2017-05-12,2017,5,19,Long Haul,BUDGETAIR,No insurance,0.0,0,89,0.0
2017-05-12,2017,5,19,Long Haul,BUDGETAIR,Travel Insurance,9.222,1,1,15.222
2017-05-12,2017,5,19,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,520.8806,16,16,616.8806
2017-05-12,2017,5,19,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,183,0.0
2017-05-12,2017,5,19,Long Haul,CHEAPTICKETSNL,Travel Insurance,143.84,4,4,167.84
2017-05-12,2017,5,19,Long Haul,VLIEGWINKEL,Cancellation Insurance,188.72619999999998,2,2,200.72619999999998
2017-05-12,2017,5,19,Long Haul,VLIEGWINKEL,No insurance,0.0,0,20,0.0
2017-05-12,2017,5,19,Long Haul,VLIEGWINKEL,Travel Insurance,118.0416,1,1,124.0416
2017-05-12,2017,5,19,Short Haul,BUDGETAIR,Cancellation Insurance,10.4052,1,1,16.4052
2017-05-12,2017,5,19,Short Haul,BUDGETAIR,No insurance,0.0,0,102,0.0
2017-05-12,2017,5,19,Short Haul,BUDGETAIR,Travel Insurance,10.0224,1,1,16.022399999999998
2017-05-12,2017,5,19,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,742.1331999999998,53,53,1060.1332
2017-05-12,2017,5,19,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,669,0.0
2017-05-12,2017,5,19,Short Haul,CHEAPTICKETSNL,Travel Insurance,119.364,11,11,185.36400000000003
2017-05-12,2017,5,19,Short Haul,VLIEGWINKEL,Cancellation Insurance,53.40059999999999,7,7,95.40059999999998
2017-05-12,2017,5,19,Short Haul,VLIEGWINKEL,No insurance,0.0,0,104,0.0
2017-05-13,2017,5,19,Long Haul,BUDGETAIR,Cancellation Insurance,119.2422,3,3,137.2422
2017-05-13,2017,5,19,Long Haul,BUDGETAIR,No insurance,0.0,0,66,0.0
2017-05-13,2017,5,19,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,782.3561999999997,26,26,938.3561999999997
2017-05-13,2017,5,19,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,174,0.0
2017-05-13,2017,5,19,Long Haul,CHEAPTICKETSNL,Travel Insurance,518.1139999999999,12,12,590.1139999999999
2017-05-13,2017,5,19,Long Haul,VLIEGWINKEL,Cancellation Insurance,94.58059999999999,2,2,106.58059999999999
2017-05-13,2017,5,19,Long Haul,VLIEGWINKEL,No insurance,0.0,0,23,0.0
2017-05-13,2017,5,19,Short Haul,BUDGETAIR,Cancellation Insurance,148.54379999999998,7,7,190.5438
2017-05-13,2017,5,19,Short Haul,BUDGETAIR,No insurance,0.0,0,102,0.0
2017-05-13,2017,5,19,Short Haul,BUDGETAIR,Travel Insurance,17.539199999999997,1,1,23.539199999999997
2017-05-13,2017,5,19,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,437.90579999999983,35,35,647.9058
2017-05-13,2017,5,19,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,488,0.0
2017-05-13,2017,5,19,Short Haul,CHEAPTICKETSNL,Travel Insurance,146.15999999999997,11,11,212.15999999999997
2017-05-13,2017,5,19,Short Haul,VLIEGWINKEL,Cancellation Insurance,54.270599999999995,4,4,78.2706
2017-05-13,2017,5,19,Short Haul,VLIEGWINKEL,No insurance,0.0,0,95,0.0
2017-05-13,2017,5,19,Short Haul,VLIEGWINKEL,Travel Insurance,5.0112,1,1,11.011199999999999
2017-05-14,2017,5,19,Long Haul,BUDGETAIR,Cancellation Insurance,25.346,1,1,31.346
2017-05-14,2017,5,19,Long Haul,BUDGETAIR,No insurance,0.0,0,83,0.0
2017-05-14,2017,5,19,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,821.7033999999999,21,21,947.7033999999998
2017-05-14,2017,5,19,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,185,0.0
2017-05-14,2017,5,19,Long Haul,CHEAPTICKETSNL,Travel Insurance,306.82,7,7,348.82
2017-05-14,2017,5,19,Long Haul,VLIEGWINKEL,Cancellation Insurance,286.47939999999994,6,6,322.47939999999994
2017-05-14,2017,5,19,Long Haul,VLIEGWINKEL,No insurance,0.0,0,29,0.0
2017-05-14,2017,5,19,Long Haul,VLIEGWINKEL,Travel Insurance,149.0832,3,3,167.0832
2017-05-14,2017,5,19,Short Haul,BUDGETAIR,Cancellation Insurance,57.38519999999999,3,3,75.3852
2017-05-14,2017,5,19,Short Haul,BUDGETAIR,No insurance,0.0,0,103,0.0
2017-05-14,2017,5,19,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,648.5733999999999,45,45,918.5734000000001
2017-05-14,2017,5,19,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,628,0.0
2017-05-14,2017,5,19,Short Haul,CHEAPTICKETSNL,Travel Insurance,126.672,9,9,180.67199999999997
2017-05-14,2017,5,19,Short Haul,VLIEGWINKEL,Cancellation Insurance,135.6736,7,7,177.6736
2017-05-14,2017,5,19,Short Haul,VLIEGWINKEL,No insurance,0.0,0,89,0.0
2017-05-15,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,235.0276,8,8,283.0276
2017-05-15,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,92,0.0
2017-05-15,2017,5,20,Long Haul,BUDGETAIR,Travel Insurance,70.0872,1,1,76.0872
2017-05-15,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,695.6346,22,22,827.6346
2017-05-15,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,207,0.0
2017-05-15,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,39.556,1,1,45.556
2017-05-15,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,290.44079999999997,5,5,320.4408
2017-05-15,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,22,0.0
2017-05-15,2017,5,20,Long Haul,VLIEGWINKEL,Travel Insurance,16.5996,1,1,22.5996
2017-05-15,2017,5,20,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,1,0.0
2017-05-15,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,124.76379999999999,7,7,166.7638
2017-05-15,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,135,0.0
2017-05-15,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,505.8238,50,50,805.8238000000001
2017-05-15,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,781,0.0
2017-05-15,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,135.19799999999998,13,13,213.198
2017-05-15,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,116.31899999999999,8,8,164.31900000000002
2017-05-15,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,127,0.0
2017-05-15,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,5.0112,1,1,11.011199999999999
2017-05-16,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,174.667,8,8,222.667
2017-05-16,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,118,0.0
2017-05-16,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,823.3621999999997,20,20,943.3621999999997
2017-05-16,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,207,0.0
2017-05-16,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,140.24399999999997,5,5,170.24400000000003
2017-05-16,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,141.27059999999997,4,4,165.27059999999997
2017-05-16,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,32,0.0
2017-05-16,2017,5,20,Long Haul,VLIEGWINKEL,Travel Insurance,0.0,1,1,6.0
2017-05-16,2017,5,20,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,2,0.0
2017-05-16,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,74.5822,5,5,104.5822
2017-05-16,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,150,0.0
2017-05-16,2017,5,20,Short Haul,BUDGETAIR,Travel Insurance,3.7584,1,1,9.7584
2017-05-16,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,479.515,43,43,737.515
2017-05-16,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,794,0.0
2017-05-16,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,246.96399999999997,21,21,372.96399999999994
2017-05-16,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,110.3044,8,8,158.3044
2017-05-16,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,116,0.0
2017-05-16,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,18.791999999999998,3,3,36.791999999999994
2017-05-17,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,237.1272,4,4,261.1272
2017-05-17,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,99,0.0
2017-05-17,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,1306.2528000000002,26,26,1462.2528000000002
2017-05-17,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,192,0.0
2017-05-17,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,342.2,5,5,372.2
2017-05-17,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,102.8688,4,4,126.8688
2017-05-17,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,34,0.0
2017-05-17,2017,5,20,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,1,0.0
2017-05-17,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,10.527,1,1,16.527
2017-05-17,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,132,0.0
2017-05-17,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,600.8162,42,42,852.8161999999999
2017-05-17,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,696,0.0
2017-05-17,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,123.946,9,9,177.946
2017-05-17,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,9.517800000000001,2,2,21.5178
2017-05-17,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,109,0.0
2017-05-17,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,25.055999999999997,3,3,43.056
2017-05-18,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,94.26159999999999,13,13,172.2616
2017-05-18,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,111,0.0
2017-05-18,2017,5,20,Long Haul,BUDGETAIR,Travel Insurance,36.888,2,2,48.888
2017-05-18,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,956.3039999999999,22,22,1088.3039999999999
2017-05-18,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,202,0.0
2017-05-18,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,237.33599999999998,6,6,273.336
2017-05-18,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,195.90659999999997,4,4,219.90659999999997
2017-05-18,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,28,0.0
2017-05-18,2017,5,20,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,1,0.0
2017-05-18,2017,5,20,No Hual,VLIEGWINKEL,No insurance,0.0,0,1,0.0
2017-05-18,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,45.1588,4,4,69.1588
2017-05-18,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,119,0.0
2017-05-18,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,575.3600000000001,48,48,863.3599999999999
2017-05-18,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,703,0.0
2017-05-18,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,207.06,15,15,297.06
2017-05-18,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,33.93,3,3,51.93
2017-05-18,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,101,0.0
2017-05-18,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,25.055999999999997,2,2,37.056
2017-05-19,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,339.967,10,10,399.967
2017-05-19,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,100,0.0
2017-05-19,2017,5,20,Long Haul,BUDGETAIR,Travel Insurance,71.93159999999999,2,2,83.93159999999999
2017-05-19,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,543.1351999999999,14,14,627.1351999999999
2017-05-19,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,208,0.0
2017-05-19,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,190.588,4,4,214.588
2017-05-19,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,82.48179999999999,1,1,88.48179999999999
2017-05-19,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,18,0.0
2017-05-19,2017,5,20,Long Haul,VLIEGWINKEL,Travel Insurance,14.7552,1,1,20.755200000000002
2017-05-19,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,41.0176,3,3,59.01759999999999
2017-05-19,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,149,0.0
2017-05-19,2017,5,20,Short Haul,BUDGETAIR,Travel Insurance,27.5616,1,1,33.5616
2017-05-19,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,750.9898,57,57,1092.9898
2017-05-19,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,613,0.0
2017-05-19,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,184.09199999999996,10,10,244.09199999999998
2017-05-19,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,82.3136,6,6,118.31359999999998
2017-05-19,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,85,0.0
2017-05-19,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,43.848,4,4,67.848
2017-05-20,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,308.328,9,9,362.328
2017-05-20,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,77,0.0
2017-05-20,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,509.6459999999999,17,17,611.646
2017-05-20,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,183,0.0
2017-05-20,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,222.08199999999997,7,7,264.082
2017-05-20,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,15.219199999999997,1,1,21.219199999999997
2017-05-20,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,19,0.0
2017-05-20,2017,5,20,Long Haul,VLIEGWINKEL,Travel Insurance,18.444,1,1,24.444
2017-05-20,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,65.34859999999999,5,5,95.34859999999999
2017-05-20,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,113,0.0
2017-05-20,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,303.369,32,32,495.369
2017-05-20,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,507,0.0
2017-05-20,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,149.81399999999996,10,10,209.81400000000002
2017-05-20,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,59.438399999999994,5,5,89.4384
2017-05-20,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,54,0.0
2017-05-20,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,20.0448,1,1,26.0448
2017-05-21,2017,5,20,Long Haul,BUDGETAIR,Cancellation Insurance,133.66679999999997,6,6,169.66679999999997
2017-05-21,2017,5,20,Long Haul,BUDGETAIR,No insurance,0.0,0,89,0.0
2017-05-21,2017,5,20,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,1312.8996,29,29,1486.8996
2017-05-21,2017,5,20,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,192,0.0
2017-05-21,2017,5,20,Long Haul,CHEAPTICKETSNL,Travel Insurance,287.68,10,10,347.68
2017-05-21,2017,5,20,Long Haul,VLIEGWINKEL,Cancellation Insurance,76.6934,2,2,88.6934
2017-05-21,2017,5,20,Long Haul,VLIEGWINKEL,No insurance,0.0,0,24,0.0
2017-05-21,2017,5,20,Long Haul,VLIEGWINKEL,Travel Insurance,51.6432,1,1,57.6432
2017-05-21,2017,5,20,Short Haul,BUDGETAIR,Cancellation Insurance,61.416199999999996,4,4,85.4162
2017-05-21,2017,5,20,Short Haul,BUDGETAIR,No insurance,0.0,0,107,0.0
2017-05-21,2017,5,20,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,637.6404,57,57,979.6403999999999
2017-05-21,2017,5,20,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,598,0.0
2017-05-21,2017,5,20,Short Haul,CHEAPTICKETSNL,Travel Insurance,245.16599999999997,16,16,341.166
2017-05-21,2017,5,20,Short Haul,VLIEGWINKEL,Cancellation Insurance,68.32979999999999,5,5,98.32979999999999
2017-05-21,2017,5,20,Short Haul,VLIEGWINKEL,No insurance,0.0,0,104,0.0
2017-05-21,2017,5,20,Short Haul,VLIEGWINKEL,Travel Insurance,13.7808,2,2,25.7808
2017-05-22,2017,5,21,Long Haul,BUDGETAIR,Cancellation Insurance,60.18079999999999,3,3,78.1808
2017-05-22,2017,5,21,Long Haul,BUDGETAIR,No insurance,0.0,0,109,0.0
2017-05-22,2017,5,21,Long Haul,BUDGETAIR,Travel Insurance,282.1932,5,5,312.1932
2017-05-22,2017,5,21,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,693.5581999999999,24,24,837.5581999999999
2017-05-22,2017,5,21,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,229,0.0
2017-05-22,2017,5,21,Long Haul,CHEAPTICKETSNL,Travel Insurance,178.00199999999998,3,3,196.002
2017-05-22,2017,5,21,Long Haul,VLIEGWINKEL,Cancellation Insurance,33.1006,2,2,45.1006
2017-05-22,2017,5,21,Long Haul,VLIEGWINKEL,No insurance,0.0,0,39,0.0
2017-05-22,2017,5,21,Long Haul,VLIEGWINKEL,Travel Insurance,12.9108,1,1,18.910800000000002
2017-05-22,2017,5,21,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,2,0.0
2017-05-22,2017,5,21,Short Haul,BUDGETAIR,Cancellation Insurance,6.5018,1,1,12.5018
2017-05-22,2017,5,21,Short Haul,BUDGETAIR,No insurance,0.0,0,136,0.0
2017-05-22,2017,5,21,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,613.5820000000001,43,43,871.5820000000002
2017-05-22,2017,5,21,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,853,0.0
2017-05-22,2017,5,21,Short Haul,CHEAPTICKETSNL,Travel Insurance,160.77599999999998,9,9,214.77599999999998
2017-05-22,2017,5,21,Short Haul,VLIEGWINKEL,Cancellation Insurance,108.03079999999999,6,6,144.0308
2017-05-22,2017,5,21,Short Haul,VLIEGWINKEL,No insurance,0.0,0,133,0.0
2017-05-22,2017,5,21,Short Haul,VLIEGWINKEL,Travel Insurance,27.5616,2,2,39.5616
2017-05-23,2017,5,21,Long Haul,BUDGETAIR,Cancellation Insurance,628.2502,14,14,712.2501999999998
2017-05-23,2017,5,21,Long Haul,BUDGETAIR,No insurance,0.0,0,111,0.0
2017-05-23,2017,5,21,Long Haul,BUDGETAIR,Travel Insurance,202.884,3,3,220.88400000000001
2017-05-23,2017,5,21,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,895.9317999999998,30,30,1075.9317999999998
2017-05-23,2017,5,21,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,236,0.0
2017-05-23,2017,5,21,Long Haul,CHEAPTICKETSNL,Travel Insurance,85.20199999999998,5,5,115.202
2017-05-23,2017,5,21,Long Haul,VLIEGWINKEL,Cancellation Insurance,155.8518,6,6,191.8518
2017-05-23,2017,5,21,Long Haul,VLIEGWINKEL,No insurance,0.0,0,41,0.0
2017-05-23,2017,5,21,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,1,0.0
2017-05-23,2017,5,21,Short Haul,BUDGETAIR,Cancellation Insurance,192.53099999999998,6,6,228.53099999999998
2017-05-23,2017,5,21,Short Haul,BUDGETAIR,No insurance,0.0,0,138,0.0
2017-05-23,2017,5,21,Short Haul,BUDGETAIR,Travel Insurance,17.5392,3,3,35.539199999999994
2017-05-23,2017,5,21,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,445.24859999999995,49,49,739.2486000000001
2017-05-23,2017,5,21,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,847,0.0
2017-05-23,2017,5,21,Short Haul,CHEAPTICKETSNL,Travel Insurance,326.8879999999999,24,24,470.8879999999999
2017-05-23,2017,5,21,Short Haul,VLIEGWINKEL,Cancellation Insurance,169.1106,9,9,223.1106
2017-05-23,2017,5,21,Short Haul,VLIEGWINKEL,No insurance,0.0,0,124,0.0
2017-05-23,2017,5,21,Short Haul,VLIEGWINKEL,Travel Insurance,94.93440000000001,4,4,118.93440000000001
2017-05-24,2017,5,21,Long Haul,BUDGETAIR,Cancellation Insurance,282.68039999999996,10,10,342.68039999999996
2017-05-24,2017,5,21,Long Haul,BUDGETAIR,No insurance,0.0,0,126,0.0
2017-05-24,2017,5,21,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,1201.1974,36,36,1417.1973999999996
2017-05-24,2017,5,21,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,240,0.0
2017-05-24,2017,5,21,Long Haul,CHEAPTICKETSNL,Travel Insurance,673.612,15,15,763.612
2017-05-24,2017,5,21,Long Haul,VLIEGWINKEL,Cancellation Insurance,68.556,5,5,98.556
2017-05-24,2017,5,21,Long Haul,VLIEGWINKEL,No insurance,0.0,0,34,0.0
2017-05-24,2017,5,21,Short Haul,BUDGETAIR,Cancellation Insurance,57.936199999999985,6,6,93.93619999999999
2017-05-24,2017,5,21,Short Haul,BUDGETAIR,No insurance,0.0,0,173,0.0
2017-05-24,2017,5,21,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,524.2967999999998,48,48,812.2968
2017-05-24,2017,5,21,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,775,0.0
2017-05-24,2017,5,21,Short Haul,CHEAPTICKETSNL,Travel Insurance,280.14,18,18,388.14
2017-05-24,2017,5,21,Short Haul,VLIEGWINKEL,Cancellation Insurance,112.3286,12,12,184.3286
2017-05-24,2017,5,21,Short Haul,VLIEGWINKEL,No insurance,0.0,0,129,0.0
2017-05-24,2017,5,21,Short Haul,VLIEGWINKEL,Travel Insurance,101.4768,6,6,137.4768
2017-05-25,2017,5,21,Long Haul,BUDGETAIR,Cancellation Insurance,250.61219999999997,8,8,298.6122
2017-05-25,2017,5,21,Long Haul,BUDGETAIR,No insurance,0.0,0,127,0.0
2017-05-25,2017,5,21,Long Haul,BUDGETAIR,Travel Insurance,66.3984,1,1,72.3984
2017-05-25,2017,5,21,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,1154.6408000000001,29,29,1328.6407999999997
2017-05-25,2017,5,21,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,262,0.0
2017-05-25,2017,5,21,Long Haul,CHEAPTICKETSNL,Travel Insurance,460.2879999999999,9,9,514.2879999999999
2017-05-25,2017,5,21,Long Haul,VLIEGWINKEL,Cancellation Insurance,244.4584,6,6,280.4584
2017-05-25,2017,5,21,Long Haul,VLIEGWINKEL,No insurance,0.0,0,28,0.0
2017-05-25,2017,5,21,Long Haul,VLIEGWINKEL,Travel Insurance,29.5104,1,1,35.510400000000004
2017-05-25,2017,5,21,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,1,0.0
2017-05-25,2017,5,21,Short Haul,BUDGETAIR,Cancellation Insurance,192.6296,8,8,240.6296
2017-05-25,2017,5,21,Short Haul,BUDGETAIR,No insurance,0.0,0,120,0.0
2017-05-25,2017,5,21,Short Haul,BUDGETAIR,Travel Insurance,34.1388,3,3,52.138799999999996
2017-05-25,2017,5,21,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,796.9432000000003,64,64,1180.9432000000002
2017-05-25,2017,5,21,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,711,0.0
2017-05-25,2017,5,21,Short Haul,CHEAPTICKETSNL,Travel Insurance,387.32399999999996,21,21,513.324
2017-05-25,2017,5,21,Short Haul,VLIEGWINKEL,Cancellation Insurance,66.47959999999999,7,7,108.4796
2017-05-25,2017,5,21,Short Haul,VLIEGWINKEL,No insurance,0.0,0,109,0.0
2017-05-25,2017,5,21,Short Haul,VLIEGWINKEL,Travel Insurance,5.0112,1,1,11.011199999999999
2017-05-26,2017,5,21,Long Haul,BUDGETAIR,Cancellation Insurance,316.2218,8,8,364.2218
2017-05-26,2017,5,21,Long Haul,BUDGETAIR,No insurance,0.0,0,99,0.0
2017-05-26,2017,5,21,Long Haul,BUDGETAIR,Travel Insurance,73.776,1,1,79.776
2017-05-26,2017,5,21,Long Haul,CHEAPTICKETSNL,Cancellation Insurance,883.0326,29,29,1057.0326000000002
2017-05-26,2017,5,21,Long Haul,CHEAPTICKETSNL,No insurance,0.0,0,197,0.0
2017-05-26,2017,5,21,Long Haul,CHEAPTICKETSNL,Travel Insurance,233.798,7,7,275.79799999999994
2017-05-26,2017,5,21,Long Haul,VLIEGWINKEL,Cancellation Insurance,378.91399999999993,6,6,414.914
2017-05-26,2017,5,21,Long Haul,VLIEGWINKEL,No insurance,0.0,0,25,0.0
2017-05-26,2017,5,21,Long Haul,VLIEGWINKEL,Travel Insurance,36.888,1,1,42.888
2017-05-26,2017,5,21,No Hual,CHEAPTICKETSNL,No insurance,0.0,0,1,0.0
2017-05-26,2017,5,21,No Hual,VLIEGWINKEL,No insurance,0.0,0,1,0.0
2017-05-26,2017,5,21,Short Haul,BUDGETAIR,Cancellation Insurance,33.2398,3,3,51.2398
2017-05-26,2017,5,21,Short Haul,BUDGETAIR,No insurance,0.0,0,109,0.0
2017-05-26,2017,5,21,Short Haul,CHEAPTICKETSNL,Cancellation Insurance,716.6305999999998,56,56,1052.6305999999997
2017-05-26,2017,5,21,Short Haul,CHEAPTICKETSNL,No insurance,0.0,0,632,0.0
2017-05-26,2017,5,21,Short Haul,CHEAPTICKETSNL,Travel Insurance,265.524,17,17,367.524
2017-05-26,2017,5,21,Short Haul,VLIEGWINKEL,Cancellation Insurance,77.54599999999999,5,5,107.54599999999999
2017-05-26,2017,5,21,Short Haul,VLIEGWINKEL,No insurance,0.0,0,93,0.0
2017-05-26,2017,5,21,Short Haul,VLIEGWINKEL,Travel Insurance,8.769599999999999,1,1,14.769599999999999
